id	output
"2022-06-30"	1.002200955774165
"2022-07-31"	0.9989067428999999
"2022-08-31"	0.9984535189999999
"2022-09-30"	0.9981256850281146
"2022-10-31"	0.9959059633027524
"2022-11-30"	1.0101821432022418
"2022-12-31"	0.9996491652552624
"2023-01-31"	0.9989962010892959
"2023-02-28"	0.9948669322440219
"2023-03-31"	0.9972825103809393
"2023-04-30"	0.9988336443772535
"2023-05-31"	1.004478260175436
"2023-06-30"	0.9988863167334978
"2023-07-31"	0.9982357935484599
"2023-08-31"	0.9998451386180243
"2023-09-30"	1.0001040901556453
"2023-10-31"	1.0014322736270502
"2023-11-30"	0.999536877205096
"2023-12-31"	0.9999594645219181
"2024-01-31"	0.9961201145242621
"2024-02-29"	0.9992567733562536
"2024-03-31"	1.000784702637886
"2024-04-30"	0.9979438986994401
"2024-05-31"	1.0004018628518723
"2024-06-30"	1.000076178016126
"2024-07-31"	1.0010258166672619
"2024-08-31"	0.9997638397916337
"2024-09-30"	0.9984368465642312
"2024-10-31"	1.0031725970156953
"2024-11-30"	1.0000534869682822
"2024-12-31"	0.9988642731348062
"2025-01-01"	1.000540738607754
"2025-01-02"	0.9995053682776504
"2025-01-03"	1.000138977503915
"2025-01-04"	1.0000241575146902
"2025-01-05"	0.9997326114640775
"2025-01-06"	0.9995334254478636
"2025-01-07"	1.0005093383222674
"2025-01-08"	0.9998095830084727
"2025-01-09"	0.9999356976110415
"2025-01-10"	0.9999881876307739
"2025-01-11"	0.9999745918927159
"2025-01-12"	0.9999988341933875
"2025-01-13"	0.999899612536438
"2025-01-14"	0.9999678915671242
"2025-01-15"	1.0000001048296918
"2025-01-16"	0.9999509021227265
"2025-01-17"	0.999959022301039
"2025-01-18"	0.9999986395010688
"2025-01-19"	0.9999609881132767
"2025-01-20"	1.0000725226149534
"2025-01-21"	0.9999999134610327
"2025-01-22"	1.0000863469411143
"2025-01-23"	0.9999836919603395
"2025-01-24"	0.9999311676910557
"2025-01-25"	0.9999820316694669
"2025-01-26"	0.9999854705873051
"2025-01-27"	1.0000031886274592
"2025-01-28"	1.0000902215291494
"2025-01-29"	0.9999040704050564
"2025-01-30"	0.9998995740626883
"2025-01-31"	1.000004822660778
"2025-02-01"	1.0000472895960177
"2025-02-02"	1.0000003035565745
"2025-02-03"	0.9999936518698354
"2025-02-04"	1.0000022912697497
"2025-02-05"	0.9999830955437209
"2025-02-06"	0.9999596063250475
"2025-02-07"	0.9999561773871747
"2025-02-08"	0.9999954497601323
"2025-02-09"	0.9999909558426567
"2025-02-10"	0.9999973517132172
"2025-02-11"	0.9998962464717155
"2025-02-12"	0.9999016074672601
"2025-02-13"	0.999901257894012
"2025-02-14"	0.999925805343514
"2025-02-15"	0.9998981642047411
"2025-02-16"	0.9999838579020802
"2025-02-17"	0.9998988270514215
"2025-02-18"	0.9999012750559486
"2025-02-19"	0.9998998000261259
"2025-02-20"	0.9998947586219473
"2025-02-21"	0.9998900090938321
"2025-02-22"	0.9998956472630667
"2025-02-23"	0.999991852260813
"2025-02-24"	0.9999858022771508
"2025-02-25"	0.9998956834841296
"2025-02-26"	0.9999063775327536
"2025-02-27"	0.9998991209344075
"2025-02-28"	0.9998404899677787
"2025-03-01"	0.9998925830385395
"2025-03-02"	0.9998634125209347
"2025-03-03"	0.9999710558581975
"2025-03-04"	0.9998279069348136
"2025-03-05"	0.9999116978637251
"2025-03-06"	0.9998662407197937
"2025-03-07"	0.9998733087468461
"2025-03-08"	0.9998672794276688
"2025-03-09"	0.9998546441648534
"2025-03-10"	0.9998005685293483
"2025-03-11"	0.9997909309762709
"2025-03-12"	0.9999387986533611
"2025-03-13"	0.9998799430667675
"2025-03-14"	0.9998479669820319
"2025-03-15"	0.9997962889009138
"2025-03-16"	0.9998894599230471
"2025-03-17"	0.99987914941572
"2025-03-18"	0.9998289298798805
"2025-03-19"	0.9998537762109126
"2025-03-20"	0.9999034550324404
"2025-03-21"	0.9997988255485168
"2025-03-22"	0.9998961094358574
"2025-03-23"	0.9998972999822338
"2025-03-24"	0.9998953958475484
"2025-03-25"	0.9997955677703114
"2025-03-26"	0.9997988459958406
"2025-03-27"	0.9998501736883347
"2025-03-28"	0.9999001656456098
"2025-03-29"	0.9999837951571748
"2025-03-30"	0.9999453243682901
"2025-03-31"	0.9999875922122986
"2025-04-01"	0.99994221394319
"2025-04-02"	0.9999617833837116
"2025-04-03"	0.9999247931166629
"2025-04-04"	0.9998863893940976
"2025-04-05"	0.9999066457844801
"2025-04-06"	0.9999610772736777
"2025-04-07"	0.9999497437782283
"2025-04-08"	0.9999885777902621
"2025-04-09"	0.9998612945218295
"2025-04-10"	0.9999091003592238
"2025-04-11"	0.999985435851227
"2025-04-12"	0.9999475082092625
"2025-04-13"	0.9999728140881954
"2025-04-14"	0.9999363595469157
"2025-04-15"	0.999969044684796
"2025-04-16"	0.9998965340467745
"2025-04-17"	0.9999872624236166
"2025-04-18"	0.9999013884897933
"2025-04-19"	0.9998985885005023
"2025-04-20"	0.9999801864329767
"2025-04-21"	0.9999265559053351
"2025-04-22"	0.9999360368243538
"2025-04-23"	0.9999643235510043
"2025-04-24"	0.9999833147234666
"2025-04-25"	0.9999240913048626
"2025-04-26"	0.9999399497885664
"2025-04-27"	0.9998985529464455
"2025-04-28"	0.9998998840576753
"2025-04-29"	0.9999565773253521
"2025-04-30"	0.9999896210053727
"2025-05-01"	0.9999023167550185
"2025-05-02"	0.9999207578432365
"2025-05-03"	0.9999960840757043
"2025-05-04"	0.9999552004041711
"2025-05-05"	0.9999970105682292
"2025-05-06"	0.9999971969035816
"2025-05-07"	0.9999697737354494
"2025-05-08"	0.9998998232690329
"2025-05-09"	0.9999486827631736
"2025-05-10"	0.9999208635833079
"2025-05-11"	0.9999717539618849
"2025-05-12"	0.9999337727307994
"2025-05-13"	0.9999993687543569
"2025-05-14"	1.0000010178383059
"2025-05-15"	0.9999607674381296
"2025-05-16"	0.9999015056091458
"2025-05-17"	0.9999021176875996
"2025-05-18"	0.9998992405077153
"2025-05-19"	0.9998740775368636
"2025-05-20"	0.999850983384846
"2025-05-21"	0.9998598003529378
"2025-05-22"	0.9997754173620144
"2025-05-23"	0.9998050107226099
"2025-05-24"	0.9997612119273768
"2025-05-25"	0.9997965789150802
"2025-05-26"	0.9997938633310586
"2025-05-27"	0.9997876758046181
"2025-05-28"	0.9997645882598158
"2025-05-29"	0.999785757237022
"2025-05-30"	0.9997703585306673
"2025-05-31"	0.999824850093492
"2025-06-01"	0.9997952436888712
"2025-06-02"	0.9997948248475608
"2025-06-03"	0.9997982531522407
"2025-06-04"	0.9998064795318427
"2025-06-05"	0.9997771796744366
"2025-06-06"	0.9998006827992435
"2025-06-07"	0.9997797245091586
"2025-06-08"	0.9997573802035173
"2025-06-09"	0.9997730555747631
"2025-06-10"	0.9997602782488239
"2025-06-11"	0.999781857788602
"2025-06-12"	0.9997490733418611
"2025-06-13"	0.9997983922066249
"2025-06-14"	0.9997186385919428
"2025-06-15"	0.9997070878188385
"2025-06-16"	0.9997003241949235
"2025-06-17"	0.9997038316823673
"2025-06-18"	0.9997811482652693
"2025-06-19"	0.9998008019322874
"2025-06-20"	0.9997890183767925
"2025-06-21"	0.9997939625696947
"2025-06-22"	0.9998077397629818
"2025-06-23"	0.9998078082901714
"2025-06-24"	0.9998776021436626
"2025-06-25"	0.9999146322083553
"2025-06-26"	0.999865772137308
"2025-06-27"	0.9999006653021062
"2025-06-28"	0.9998454311722229
"2025-06-29"	0.9998756762999038
"2025-06-30"	0.9998616190205376
"2025-07-01"	0.9998573180618657
"2025-07-02"	0.9998296945591552
"2025-07-03"	0.9998008508321433
"2025-07-04"	0.999902314438496
"2025-07-05"	0.9998816765253615
"2025-07-06"	0.9998998498322919
"2025-07-07"	0.9999
"2025-07-08"	0.9998538071147444
"2025-07-09"	0.999902667375525
"2025-07-10"	0.9999444055293156
"2025-07-11"	0.9998381605842732
"2025-07-12"	0.9999442947607905
"2025-07-13"	0.9999013555098099
"2025-07-14"	0.9998869558071674
"2025-07-15"	0.99988752306785
"2025-07-16"	0.999880387545186
"2025-07-17"	0.9998672694716592
"2025-07-18"	0.9999024627613528
"2025-07-19"	0.999881663992229
"2025-07-20"	0.9998848401394647
"2025-07-21"	0.9998996587565618
"2025-07-22"	0.9998670802040154
"2025-07-23"	0.9999058480925405
"2025-07-24"	0.9998204410178249
"2025-07-25"	0.9998811048330379
"2025-07-26"	0.9999059794576591
"2025-07-27"	0.9998043938015162
"2025-07-28"	0.9998108794272867
"2025-07-29"	0.9998124632564849
"2025-07-30"	0.9997886549197438
"2025-07-31"	0.9998175582278915
"2025-08-01"	0.9998022020632803
"2025-08-02"	0.9997678569061077
"2025-08-03"	0.9997029095864568
"2025-08-04"	0.9997054245480459
"2025-08-05"	0.9997110650432232
"2025-08-06"	0.9998025577732242
"2025-08-07"	0.9998048523473907
"2025-08-08"	0.9997839734078936
"2025-08-09"	0.9998053534348293
"2025-08-10"	0.9998062500967045
"2025-08-11"	0.9998062956937808
"2025-08-12"	0.9998101138321359
"2025-08-13"	0.9997863361775926
"2025-08-14"	0.9998074064323036
"2025-08-15"	0.9998067958592032
"2025-08-16"	0.999806543465539
"2025-08-17"	0.9998464437552297
"2025-08-18"	0.9999006747369844
"2025-08-19"	0.9998327529615145
"2025-08-20"	0.9997968723554861
"2025-08-21"	0.9997941729590316
"2025-08-22"	0.999807785578594
"2025-08-23"	0.9997044034429591
"2025-08-24"	0.999808374767304
"2025-08-25"	0.9998030568960555
"2025-08-26"	0.999760265561091
"2025-08-27"	0.9998140616869372
"2025-08-28"	0.9999058222605337
"2025-08-29"	0.9998136623146437
"2025-08-30"	0.9997096132696339
"2025-08-31"	0.9998012887207978
"2025-09-01"	0.999807617410376
"2025-09-02"	0.9998028307188782
"2025-09-03"	0.9997152095962891
"2025-09-04"	0.9997672627164235
"2025-09-05"	0.9998040097318607
"2025-09-06"	0.9998057828255038
"2025-09-07"	0.9998427036998729
"2025-09-08"	0.9998024454326471
"2025-09-09"	0.9998021364178094
"2025-09-10"	0.9998026232506857
"2025-09-11"	0.9998027215318793
"2025-09-12"	0.9997829645848934
"2025-09-13"	0.9997533692894122
"2025-09-14"	0.9998024550055059
"2025-09-15"	0.9996996461467395
"2025-09-16"	0.9997579123800281
"2025-09-17"	0.9998006774778212
"2025-09-18"	0.9997594363325198
"2025-09-19"	0.9997286082156372
"2025-09-20"	0.9997085560670756
"2025-09-21"	0.9997071218794205
"2025-09-22"	0.9996691335706277
"2025-09-23"	0.9996882592060168
"2025-09-24"	0.9996817002462053
"2025-09-25"	0.9997004004603485
"2025-09-26"	0.9997061603387549
"2025-09-27"	0.9996986364243708
"2025-09-28"	0.9996011895483604
"2025-09-29"	0.9997014930338856
"2025-09-30"	0.9996117790446111
"2025-10-01"	0.9997021096073271
"2025-10-02"	0.9998045987491716
"2025-10-03"	0.9997200246605243
"2025-10-04"	0.9999013722589184
"2025-10-05"	0.9998
"2025-10-06"	0.9997031715004473
"2025-10-07"	0.9997414065991995
"2025-10-08"	0.9996256018766565
"2025-10-09"	0.9996975205135418
"2025-10-10"	0.99980093500008
"2025-10-11"	1.000020632997088
"2025-10-12"	0.9998825663978854
"2025-10-13"	0.9999242517378707
"2025-10-14"	0.9999964562425981
"2025-10-15"	0.9999017446415942
"2025-10-16"	0.9998015420153263
"2025-10-17"	0.9998044841135586
